Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T18:39:33.867370'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:26:17.110503'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:26:18.346018'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:26:20.334542'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:26:21.599343'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:26:22.920323'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:26:24.600999'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:26:25.720230'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:26:27.385727'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:26:28.717048'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:26:30.612332'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:26:31.611849'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:26:32.701067'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:26:34.693029'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:26:35.387167'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:26:36.986365'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:26:37.606447'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:26:39.169703'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:26:40.047245'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:26:41.926991'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:26:42.902787'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:26:44.138378'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:26:44.817061'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:26:46.196312'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:26:46.996205'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:26:47.799281'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:26:49.479380'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:26:50.888370'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:26:51.668215'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:26:53.576773'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:26:54.548031'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:26:55.913855'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:26:57.060908'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:26:58.537328'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:26:59.336498'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:26:59.841644'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:27:01.045347'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:27:02.347964'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:27:04.326578'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:27:05.929517'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:27:07.090958'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:27:08.341012'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:27:09.592598'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:27:10.248597'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:27:11.136029'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:27:12.003283'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:27:13.301791'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:27:14.809874'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:27:15.670621'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:27:16.554714'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:27:17.915102'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:27:19.838249'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:27:21.733907'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:27:22.728935'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:27:23.931971'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:27:24.786759'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:27:26.144559'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:27:28.129277'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:27:28.772394'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:27:29.342977'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:27:31.286123'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:27:31.830978'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:27:32.394106'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:27:33.421841'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:27:34.720087'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:27:35.507246'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:27:37.481627'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:27:39.442685'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:27:40.329777'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:27:41.413860'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:27:42.121688'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:27:43.088944'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:27:44.275086'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:27:44.844777'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:27:46.227031'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:27:47.668598'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:27:48.206460'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:27:50.059843'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:27:51.052114'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:27:51.699646'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:27:52.870785'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:27:54.202959'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:27:55.180331'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:27:56.465484'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:27:57.935452'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:27:59.464354'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:28:00.428734'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 2], 'timestamp': '2025-12-18T19:28:01.413896'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:28:02.659275'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:28:03.760239'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:28:05.309356'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:28:06.796683'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:28:08.078203'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:28:08.803394'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:28:10.397258'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:28:12.395906'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T19:28:13.614080'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:28:15.038345'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:28:16.429247'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:28:17.003513'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:28:18.512551'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:28:19.763577'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:28:20.670827'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:28:22.253713'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:28:23.618107'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:28:24.198622'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:28:25.086035'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:28:25.671610'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:28:26.973434'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:28:28.469816'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:28:29.848745'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:28:31.554767'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:28:32.807499'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T19:28:34.075308'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:28:34.639227'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:28:35.604878'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:28:36.801086'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:28:38.701833'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:28:40.011737'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:28:41.636037'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:28:43.037364'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:28:44.458025'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:28:46.403389'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:28:47.110210'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:28:48.717618'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:28:50.048412'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:28:51.341036'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:28:51.943163'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:28:53.733918'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:28:54.239856'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:28:55.253430'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:28:55.817385'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T19:28:56.615021'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:28:58.103959'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:29:00.062031'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T19:29:01.313679'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:29:02.686545'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T19:29:03.620205'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T19:29:04.334159'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:29:05.071159'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:29:05.684095'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T19:29:06.190220'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:29:07.312855'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T19:29:09.080525'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:29:09.990786'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:29:10.766431'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:29:11.753955'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:29:12.430359'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:29:13.351401'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T19:29:14.130750'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:30:50.578236'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T19:30:51.189480'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T19:30:51.974797'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:30:53.514350'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:30:55.239347'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:30:56.394520'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:30:58.136992'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:30:59.370408'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:30:59.936140'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T19:31:01.824221'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T19:31:03.463524'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T19:31:04.540282'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T19:40:50.151141'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:40:51.483470'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T19:40:52.022350'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:40:53.078823'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:40:54.499721'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T19:40:55.432292'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T19:40:57.337190'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T19:40:58.232793'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T19:40:59.671174'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T19:57:51.416300'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T19:57:53.279431'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T19:57:54.825582'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T19:57:56.036989'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T20:14:04.546400'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T20:14:05.633810'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T20:14:07.062709'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T20:14:08.389207'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T20:14:09.275425'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T20:29:43.668739'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T20:29:45.185485'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T20:29:46.325597'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T20:29:47.948864'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T20:39:25.369441'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 0], 'timestamp': '2025-12-18T20:39:26.888694'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T20:39:28.872536'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T20:39:29.927545'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T20:39:31.024408'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T20:39:32.366473'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T20:39:33.978679'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T20:39:35.038386'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T20:39:36.146848'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T20:39:36.771056'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T20:39:37.764602'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T20:39:38.571340'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T20:39:39.662619'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 3], 'timestamp': '2025-12-18T20:39:40.268529'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T20:39:41.045337'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T20:39:42.749686'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T20:39:43.784737'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T20:39:45.196857'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T20:39:46.654651'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T20:39:47.444927'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T20:39:49.244912'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T20:39:49.888266'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T20:39:51.116739'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T20:39:52.674690'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T20:39:54.549658'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T20:39:55.196259'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T20:39:56.542051'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T20:39:58.234644'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T20:40:00.065966'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 0], 'timestamp': '2025-12-18T20:40:01.037344'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 1], 'timestamp': '2025-12-18T20:40:01.782675'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T20:40:02.784292'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T20:40:04.465696'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T20:40:06.427965'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T20:40:07.734602'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 3], 'timestamp': '2025-12-18T20:40:09.619052'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 1], 'timestamp': '2025-12-18T20:40:11.169888'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T20:40:12.787634'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T20:40:13.609095'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T20:40:14.872040'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 2], 'timestamp': '2025-12-18T20:40:16.780868'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T20:40:18.421308'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 0], 'timestamp': '2025-12-18T20:40:19.206936'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T20:40:20.980186'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 0], 'timestamp': '2025-12-18T20:40:21.770339'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 4], 'timestamp': '2025-12-18T20:40:22.568043'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 4], 'timestamp': '2025-12-18T20:40:24.199874'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 0], 'timestamp': '2025-12-18T20:40:25.906716'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T20:40:27.718339'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 3], 'timestamp': '2025-12-18T20:40:29.456527'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 4], 'timestamp': '2025-12-18T20:40:31.192322'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T20:40:31.981841'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 4], 'timestamp': '2025-12-18T20:40:32.909798'}
Dot created: {'event_type': 'dot_appeared', 'position': [1, 1], 'timestamp': '2025-12-18T20:40:33.466133'}
Dot created: {'event_type': 'dot_appeared', 'position': [3, 2], 'timestamp': '2025-12-18T20:40:34.981232'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T20:40:35.601539'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 3], 'timestamp': '2025-12-18T20:40:36.547248'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T20:40:37.668389'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 2], 'timestamp': '2025-12-18T20:40:39.364818'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 1], 'timestamp': '2025-12-18T20:40:40.193145'}
Dot created: {'event_type': 'dot_appeared', 'position': [2, 2], 'timestamp': '2025-12-18T20:40:41.491633'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T20:40:43.293489'}
Dot created: {'event_type': 'dot_appeared', 'position': [4, 1], 'timestamp': '2025-12-18T20:40:44.781684'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T20:40:46.503895'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 4], 'timestamp': '2025-12-18T20:40:47.568557'}
Dot created: {'event_type': 'dot_appeared', 'position': [0, 3], 'timestamp': '2025-12-18T20:40:48.742764'}
